@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.77250,0.18981,p
0.79236,0.83117,p
0.06212,0.54799,n
0.24116,0.38063,n
0.33583,0.74412,p
0.40892,0.35018,n
0.46055,0.47201,n
0.14576,0.17343,p
0.38019,0.56585,n
0.31807,0.58049,n
0.83241,0.76366,p
0.46719,0.24588,p
0.29514,0.47444,p
0.12344,0.57337,n
0.80620,0.25054,p
0.30847,0.45495,n
0.15112,0.56711,n
0.35036,0.56116,n
0.73713,0.23656,p
0.32210,0.12338,p
0.44508,0.49276,n
0.32051,0.41925,p
0.98628,0.08302,p
0.90792,0.12491,n
0.17951,0.19692,p
0.42720,0.49355,p
0.08983,0.71508,p
0.17191,0.49539,n
0.94240,0.17110,n
0.00993,0.73449,p
0.10196,0.71300,p
0.70790,0.97547,n
0.50004,0.57974,n
0.85544,0.18042,p
0.54937,0.40980,p
0.14095,0.43567,n
0.44651,0.46683,p
0.34216,0.46862,n
0.77365,0.31921,p
0.10523,0.48282,n
0.44569,0.01275,p
0.27359,0.38816,n
0.66655,0.20185,p
0.81474,0.60678,p
0.46469,0.75008,p
0.30943,0.72190,p
0.73035,0.31540,p
0.41162,0.98962,p
0.32320,0.46920,n
0.20125,0.60666,n
0.27256,0.56129,n
0.27251,0.51226,n
0.25512,0.47848,n
0.33951,0.90371,p
0.06904,0.56641,n
0.78595,0.96618,p
0.26454,0.47823,n
0.25953,0.57262,n
0.10518,0.69662,p
0.31361,0.69314,n
0.64576,0.04584,p
0.26883,0.62075,n
0.27694,0.52042,n
0.18598,0.27999,n
0.17881,0.47751,n
0.18569,0.62557,n
0.25328,0.36012,n
0.74188,0.79928,p
0.40580,0.83488,p
0.08192,0.54840,n
0.33577,0.52862,n
0.08675,0.45884,n
0.09598,0.57098,n
0.27243,0.61388,n
0.27166,0.37524,n
0.20362,0.39463,n
0.29812,0.58980,n
0.98208,0.51264,p
0.23898,0.60435,p
0.86276,0.81690,p
0.72413,0.10950,p
0.28504,0.55043,n
0.35812,0.36084,p
0.11041,0.49251,n
0.08833,0.41779,n
0.14002,0.57354,n
0.95909,0.48484,p
0.10000,0.22421,p
0.84358,0.81040,p
0.40351,0.53270,n
0.27751,0.40632,n
0.89429,0.24491,p
0.84173,0.97781,p
0.31345,0.61312,n
0.25259,0.52473,n
0.24047,0.43301,n
0.17215,0.44422,n
0.89261,0.77853,p
0.50951,0.30383,n
0.92749,0.99517,p
0.29063,0.48810,n
0.32910,0.46623,n
0.70108,0.05584,n
0.10503,0.48418,n
0.20038,0.38358,n
0.18121,0.37531,n
0.33981,0.91953,p
0.28455,0.46106,n
0.20175,0.59447,n
0.26508,0.83038,p
0.53925,0.13883,p
0.10074,0.56116,n
0.58554,0.53395,p
0.40054,0.16496,p
0.21832,0.60717,n
0.80714,0.68687,p
0.67605,0.24697,p
0.25701,0.60476,n
0.30342,0.11895,p
0.22579,0.44887,n
0.50445,0.27396,p
0.38965,0.37776,n
0.71828,0.11795,p
0.18180,0.52146,p
0.27391,0.33530,p
0.44760,0.63180,n
0.33634,0.56163,n
0.22948,0.53175,n
0.11059,0.34169,n
0.07036,0.95794,p
0.50149,0.34334,n
0.19707,0.37262,n
0.80351,0.14094,n
0.81163,0.61444,p
0.52140,0.27514,p
0.48271,0.32863,n
0.61086,0.05392,p
0.10674,0.47090,n
0.63917,0.89367,p
0.35150,0.33988,n
0.26312,0.58275,p
0.12040,0.55451,n
0.40491,0.47833,n
0.23372,0.64277,n
0.68835,0.21244,p
0.27325,0.52899,n
0.62362,0.58414,n
0.65197,0.74854,p
0.81760,0.56955,p
0.63099,0.05466,p
0.96379,0.77495,p
0.26121,0.51263,n
0.06472,0.93948,p
0.97149,0.07012,p
0.99429,0.03426,p
0.09924,0.40633,n
0.58299,0.49564,n
0.11207,0.61300,n
0.63066,0.80264,n
0.78912,0.96625,n
0.09284,0.49932,p
0.03168,0.91815,p
0.29856,0.28424,p
0.03553,0.40811,p
0.79474,0.94212,p
0.30845,0.52565,n
0.07776,0.46216,n
0.00435,0.80560,p
0.47932,0.13894,p
0.68654,0.33677,p
0.43936,0.50848,n
0.34397,0.38972,n
0.26934,0.42409,n
0.01312,0.42946,p
0.22134,0.54847,n
0.88421,0.63585,p
0.69206,0.46027,p
0.44706,0.65932,p
0.71714,0.32602,p
0.24952,0.40914,n
0.20924,0.44260,n
0.58628,0.17614,p
0.12899,0.59003,n
0.16176,0.53744,n
0.44139,0.75506,p
0.55306,0.17375,p
0.16055,0.43746,n
0.84521,0.57833,p
0.01788,0.29881,p
0.49544,0.79220,p
0.21525,0.60114,n
0.20424,0.56774,n
0.60092,0.78509,p
0.02664,0.90597,n
0.76395,0.32312,p
0.19445,0.53584,p
0.25756,0.56944,p
0.73518,0.77765,p
0.31480,0.13632,p
0.06736,0.59705,p
0.33645,0.45969,p
0.09639,0.52062,n
0.42961,0.57683,n
0.70285,0.69781,p
0.24216,0.52483,n
0.81157,0.18358,p
0.43395,0.47974,n
0.12110,0.42995,n
0.39838,0.61972,n
0.17435,0.41570,n
0.88127,0.28748,p
0.30579,0.47138,n
0.51598,0.03046,p
0.25000,0.61373,n
0.29157,0.38188,n
0.42618,0.21122,p
0.10284,0.50844,n
0.02716,0.15311,p
0.53861,0.84474,p
0.32619,0.57386,p
0.25705,0.51565,p
0.26941,0.47082,n
0.27952,0.41656,n
0.42880,0.38133,n
0.26975,0.43016,n
0.53507,0.53797,n
0.51241,0.54085,p
0.28137,0.49148,n
0.93933,0.99443,p
0.35763,0.47098,n
0.53672,0.28071,p
0.38995,0.43100,n
0.35654,0.65318,n
0.28189,0.49606,p
0.84599,0.87073,p
0.06345,0.44978,n
0.57396,0.14518,p
0.48394,0.93200,p
0.42785,0.48192,n
0.50420,0.24807,n
0.32499,0.96588,n
0.36109,0.33551,n
0.20199,0.49389,n
0.73027,0.52823,p
0.38415,0.66897,p
0.30874,0.89345,n
0.20288,0.63018,n
0.32732,0.51196,n
0.56919,0.21350,p
0.54224,0.53156,n
0.32133,0.58450,n
0.14696,0.36185,n
0.93358,0.94910,p
0.62649,0.94103,p
0.28926,0.59664,p
0.12809,0.52305,n
0.33603,0.56392,n
0.31774,0.52543,n
0.93038,0.98961,p
0.46960,0.35033,n
0.45898,0.00849,p
